id,text,Hello,Done,Connect,Order,Changing,Return,Other,Inform,Request,ID_product,size_product,color_product,material_product,cost_product,amount_product,name_promotion,content_promotion,Id member,phone member,addr member,level member,benefit member,feedback,shiping fee,size customer,height customer,weight customer,addr store,phone store
383667,Khách 97: Ck hoàng tuấn anh e nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383668,Khách 97: Tk Thẻ MB 0100104008888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383669,Dạ shop sẽ chuyển khoản lại cho chị 340k ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383670,Khách 97: Gọi dt r cg k thèm check lại,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383671,Khách 97: Cứ toàn bơ khách,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383672,Khách 97: Bên e lh làm việc lâu nhỉ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383673,Khách 97: E check lại đi r ck trả lại c tiền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383674,Khách 97: C vừa gọi dt đấy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383675,Khách 97: E ơi sao bên em gọi đt mãi k đc thế,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383676,Khách 97: Đây e nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383677,Khách 97: E ơi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383678,Khách 97: Ok e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383679,bên e chuyển khoản tiền lại cho mình nha chị,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383680,chị nhận xong chị chụp tờ bill có mộc đỏ bên trong gói hàng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383681,mình nhận đơn hàng đó bt nha chị,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383682,dạ chị,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383683,Khách 97: Giải quyết sớm cho c nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383684,Khách 97: Uhm e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383685,do bên e bị nhầm nên thu code của chị ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383686,bên e sẽ chuyển khoản lại cho chị đơn chuyển khoản ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383687,Khách 97: Thế mình nhận vẫn tt bt ah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383688,mình nhận lại đơn hàng đó giúp e với ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383689,dạ chị,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383690,Khách 97: Mình mới báo lại ship lát giao lại cho mình,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383691,Khách 97: Mình chưa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383692,dạ chị mình nhận đơn hàng đó chưa ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383693,Khách 97: Giờ lại còn chờ xác nhận này nọ nữa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383694,Khách 97: Cod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383695,Khách 97: Mình ck tiền r sao còn thu cot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383696,Khách 97: Shop ơi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383697,Khách 97: Nên k nhận đc hàng đâu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383698,Khách 97: Mình nghỉ lễ từ 1-3 mới đi làm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383699,Khách 97: Gưi hàng cho mình trc 1/1 đc k shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383700,Khách 97: Ok b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383701,e nhận dc r ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383702,Khách 97: Shop k gửi stk ah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383703,Khách 97: Tổng tiền c bn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383704,Khách 97: Em ơi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383705,"Khách 97: Toàn bị sot đơn,lúc đọc thì có mà chờ mãi k gọi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383706,Khách 97: Lần trc c có đặt 1 cái váy đỏ xoè nữa mà k thấy shop gọi chốt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383707,Khách 97: 51 quan nhân phường nhân chính hà nội,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383708,e nhận dc r ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383709,Khách 97: E nhớ ghi lại địa chỉ ngõ 136phuong liet-phường phương liêt nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383710,e nhận dc ck r ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383711,Khách 97: Ng nhận hàng e gọi số đt này cho c nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383712,Khách 97: C ck cả ship r nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383713,Chị chuyển khoản vui lòng để nội dung là tên facebook đặt hàng và gửi giúp em màn hình giao dịch để bên em check cho chị nhanh hơn nhé.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383714,Khách 97: Quần bn thế,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383715,Khách 97: E ơi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383716,Khách 97: C quên giá quần r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383717,Khách 97: Cả ship là bn e nhỉ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383718,Khách 97: Gửi c stk nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383719,Khách 97: E ơi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383720,"Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383721,ốt hàng (thông tin đầy đủ sđt + địa chỉ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383722,vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383723,251.730.9099.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383724,"Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383725,ốt hàng (thông tin đầy đủ sđt + địa chỉ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383726,vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383727,251.730.9099.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383728,Khách 97: Get Started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383729,Khách 97: Là bn e nhỉ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383730,Khách 97: Với 1 set hồng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383731,Khách 97: 1áo sơ mi loang xanh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383732,Khách 97: Tôg 1 ao thun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383733,ok c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383734,Khách 97: Màu xanh nhá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383735,Khách 97: Còn thì c lấy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383736,Khách 97: Còn k e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383737,c lấy áo thun ko c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383738,Khách 97: Thế c lấy set này với áo sơ mi xanh nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383739,Khách 97: Màu xanh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383740,Khách 97: Cả áo này nữa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383741,dạ còn c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383742,Khách 97: Đặt bn đồ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383743,Khách 97: Chứ chôt trên live r cuối cùng lại k đc gọi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383744,Khách 97: Thế set này bên e còn k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383745,dạ bên e chốt hết rồi ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383746,Khách 97: Mà giờ báo hết,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383747,Khách 97: Hday gọi tên c r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383748,Khách 97: Úi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383749,e hết ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383750,Hãy để lại tin nhắn và Đỗ Hoài Phương Boutique sẽ trả lời Bạn trong thời gian sớm nhất.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383751,Khách 97: Liên hệ tư vấn viên,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383752,"Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383753,Khách 97: 2 set này e ơi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383754,Chào anh/chị Nguyễn Quỳnh Anh !!!Cảm ơn anh/chị đã liên hệ với Đỗ Hoài Phương Boutique. Hãy gửi cho chúng tôi bất kì câu hỏi nào anh/chị đang thắc mắc nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383755,Chào mừng Bạn Nguyễn Quỳnh Anh!! Cảm ơn Bạn đã liên hệ với Đỗ Hoài Phương Boutique. Chúng tôi có thể giúp gì cho Bạn ạ?.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383756,"Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383757,ốt hàng (thông tin đầy đủ sđt + địa chỉ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383758,vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383759,251.730.9099.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383760,Khách 97: Get Started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383761,"Khách 97: Nếu shop còn mẫu này thì cho c 1set nhe,màu nào cg đc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383762,Hãy để lại tin nhắn và Đỗ Hoài Phương Boutique sẽ trả lời Bạn trong thời gian sớm nhất.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383763,Khách 97: Liên hệ tư vấn viên,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383764,"Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383765,"Khách 97: Shop còn mẫu này k,hqua c cm trên live hơi chậm k biết shop còn k",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383766,"Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383767,ốt hàng (thông tin đầy đủ sđt + địa chỉ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383768,vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383769,251.730.9099.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383770,Khách 97: Cái live hôm đấy lại xoá mất r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383771,Khách 97: Đừng nhầm mẫu quần của c nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383772,e cảm ơn ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383773,dạ c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383774,Khách 97: Ok e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383775,Khách 97: E gui về địa chỉ ngõ 136 phương liệt-thanh xuân hà nội nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383776,với túi nha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383777,v e chốt c áo quần s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383778,ok c J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383779,Khách 97: C lấy sz s mà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383780,Khách 97: Hday bán đi cùng quần và áo nên c lấy cả set luôn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383781,e còn sz S thôi c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383782,Khách 97: Chốt hôm live mùng 6/6 ý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383783,Khách 97: Sáng màu kiểu rách 1 chút,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383784,Khách 97: Nó dáng bagy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383785,Khách 97: Quần 215k e ah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383786,QUẦN giá bao nhiêu c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383787,Khách 97: Có quần thì c mới lấy đc cả set cơ chứ lấy áo k thì k đc r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383788,Khách 97: E kt lại giúp đi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383789,Khách 97: Chốt cho c 1 quần S với 1ao r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383790,Khách 97: Khổ ghê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383791,Hãy để lại tin nhắn và Đỗ Hoài Phương Boutique sẽ trả lời Bạn trong thời gian sớm nhất.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383792,Khách 97: Liên hệ tư vấn viên,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383793,Khách 97: Live đấy c k thấy nữa r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383794,"Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383795,"Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383796,ốt hàng (thông tin đầy đủ sđt + địa chỉ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383797,vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383798,251.730.9099.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383799,Khách 97: E ơi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383800,Khách 97: Bên e còn túi này k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383801,Hãy để lại tin nhắn và Đỗ Hoài Phương Boutique sẽ trả lời Bạn trong thời gian sớm nhất.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383802,Khách 97: Liên hệ tư vấn viên,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383803,"Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383804,Khách 97: Bên e còn túi này k?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383805,"Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383806,ốt hàng (thông tin đầy đủ sđt + địa chỉ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383807,vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383808,251.730.9099.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383809,Dạ c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383810,Khách 97: Áo xanh e nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383811,Dạ vậy e đi đơn áo khoác cho mình luôn nha c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383812,Khách 97: Oki e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383813,Dạ vây e trừ cho mình đơn này 25k c nha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383814,Khách 97: Ship về 5/1 phan đình giót-phương liệt-thanh xuân hà nội cho c nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383815,Khách 97: K lại như đơn kia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383816,Khách 97: E nhớ note lại cho c nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383817,"Khách 97: Đúng r e,vì có đc kt hàng trc đâu nên c cứ tt cho ship theo số tiền ghi ở ngoài",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383818,vậy đơn này e trừ bù lại cho mình nha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383819,mình đưa shipper 195k luôn hả c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383820,Khách 97: Bên trong khi thu 170 nhưng bên ngoài ghi 195k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383821,Khách 97: C bóc ra bên trong có ghi nhưng c tt đủ như bên ngoài r nên đơn lần này bên e trừ lại cho c nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383822,Khách 97: Đây nè,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383823,Khách 97: Nhưng đơn sau c nhận các b k trừ vẫn thu bt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383824,Khách 97: 1 lần c mua hàng lỗi bên e bảo trừ vào đơn sau là 25k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383825,Khách 97: Bảo trừ cho c nhưng bên ngoài vẫn k trừ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383826,Khách 97: E kt lại cho c đơn lần trc nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383827,Dạ tại đơn hàng đang quá tải nên bên e lấy số dự phòg gọi ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383828,Khách 97: Tưởng shop khác nó lấy số gọi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383829,Khách 97: Hnay thấy số lạ lạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383830,Khách 97: Bt c thấy gọi số kia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383831,Dạ đúng rồi ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383832,Khách 97: Có phải bên e vừa gọi sdt này k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383833,Hãy để lại tin nhắn và Đỗ Hoài Phương Boutique sẽ trả lời Bạn trong thời gian sớm nhất.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383834,Khách 97: Liên hệ tư vấn viên,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383835,"Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383836,"Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383837,ốt hàng (thông tin đầy đủ sđt + địa chỉ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383838,vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383839,251.730.9099.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383840,Hãy để lại tin nhắn và Đỗ Hoài Phương Boutique sẽ trả lời Bạn trong thời gian sớm nhất.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383841,Khách 97: Liên hệ tư vấn viên,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383842,"Khách 97: Gọi đt bảo shop check tn,nv bảo vâng r thôi chả thèm check",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383843,Hãy để lại tin nhắn và Đỗ Hoài Phương Boutique sẽ trả lời Bạn trong thời gian sớm nhất.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383844,Khách 97: Liên hệ tư vấn viên,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383845,Hãy để lại tin nhắn và Đỗ Hoài Phương Boutique sẽ trả lời Bạn trong thời gian sớm nhất.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383846,Khách 97: Liên hệ tư vấn viên,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383847,Hãy để lại tin nhắn và Đỗ Hoài Phương Boutique sẽ trả lời Bạn trong thời gian sớm nhất.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383848,Khách 97: Liên hệ tư vấn viên,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383849,"Khách 97: Bên trong ghi 1 kiểu bên ngoài thì thu 1 kiểu,đến chịu với cách lv bên e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383850,Hãy để lại tin nhắn và Đỗ Hoài Phương Boutique sẽ trả lời Bạn trong thời gian sớm nhất.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383851,Khách 97: Liên hệ tư vấn viên,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383852,"Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383853,"Khách 97: E ơi bên e làm ăn kiểu j thế,đã bảo trừ vào đơn hàng cho c r mà vẫn k trừ.chả nhẽ c cho quay đầu hàng về",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383854,"Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383855,ốt hàng (thông tin đầy đủ sđt + địa chỉ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383856,vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383857,251.730.9099.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383858,ĐÃ TRỪ 25K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383859,Khách 97: Ok e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383860,đơn này trừ 25k hàng lỗi c nha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383861,"ok c, bên e hỗ trợ cho mình",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383862,Hãy để lại tin nhắn và Đỗ Hoài Phương Boutique sẽ trả lời Bạn trong thời gian sớm nhất.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383863,Khách 97: Liên hệ tư vấn viên,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383864,Khách 97: C vừa chốt đơn hàng túi e trừ luôn vào đơn này giúp c nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383865,Hãy để lại tin nhắn và Đỗ Hoài Phương Boutique sẽ trả lời Bạn trong thời gian sớm nhất.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383866,Khách 97: Liên hệ tư vấn viên,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383867,Khách 97: Ngoài này c thay khoá hết 25k vì khoá dài,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383868,"Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383869,Khách 97: E ơi tin nhắn các b nhắn lại lần trc đấy nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383870,"Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383871,ốt hàng (thông tin đầy đủ sđt + địa chỉ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383872,vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383873,251.730.9099.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
